customer_id,signup_days_ago,tenure_months,plan_type,monthly_fee,usage_minutes,num_support_calls,contract_type,payment_method,last_active_days_ago,churned,is_premium,support_calls_per_month,recent_activity_flag
C101057,183,8,basic,20,328,0,monthly,card,182,0,0,0.0,0
C101058,279,8,basic,20,328,0,monthly,upi,260,0,0,0.0,0
C101059,703,23,standard,40,338,0,monthly,bank_transfer,405,0,0,0.0,0
C101060,467,13,basic,20,330,0,monthly,card,33,0,0,0.0,0
C101061,147,5,standard,40,350,0,monthly,upi,144,0,0,0.0,0
C101062,800,28,standard,40,366,0,monthly,card,306,0,0,0.0,0
C101063,1944,66,basic,20,414,0,monthly,bank_transfer,944,1,0,0.0,0
C101064,1359,45,standard,40,392,1,monthly,bank_transfer,136,0,0,0.022,0
C101065,297,9,basic,20,319,1,monthly,bank_transfer,201,0,0,0.111,0
C101066,1107,35,basic,20,368,1,monthly,bank_transfer,892,0,0,0.029,0
C101067,265,7,premium,80,313,0,monthly,card,142,0,1,0.0,0
C101068,418,15,premium,80,300,0,monthly,upi,108,0,1,0.0,0
C101069,1019,33,standard,40,357,1,annual,card,156,0,0,0.03,0
C101070,1787,57,premium,80,419,1,annual,card,1278,0,1,0.018,0
C101071,792,27,standard,40,334,1,monthly,card,180,0,0,0.037,0
C101072,1878,62,basic,20,421,2,monthly,card,408,0,0,0.032,0
C101073,430,14,basic,20,330,0,monthly,card,340,0,0,0.0,0
C101074,653,20,premium,80,357,0,monthly,bank_transfer,27,1,1,0.0,0
C101075,796,27,basic,20,387,0,monthly,card,662,0,0,0.0,0
C101076,1356,47,standard,40,401,0,monthly,card,870,0,0,0.0,0
C101077,948,31,standard,40,371,0,monthly,bank_transfer,611,0,0,0.0,0
C101078,1260,44,standard,40,379,1,monthly,bank_transfer,1222,0,0,0.023,0
C101079,1282,42,basic,20,367,0,monthly,card,68,0,0,0.0,0
C101080,882,31,basic,20,365,0,monthly,bank_transfer,601,0,0,0.0,0
C101081,1963,66,basic,20,440,1,monthly,card,16,0,0,0.015,0
C101082,607,19,standard,40,358,0,monthly,card,545,0,0,0.0,0
C101083,104,4,standard,40,333,1,monthly,card,7,0,0,0.25,1
C101084,464,13,standard,40,328,1,annual,bank_transfer,300,0,0,0.077,0
C101085,132,3,standard,40,296,0,monthly,card,59,0,0,0.0,0
C101086,1475,50,basic,20,397,2,monthly,card,183,0,0,0.04,0
C101087,1757,56,premium,80,413,0,monthly,bank_transfer,837,0,1,0.0,0
C101088,793,26,standard,40,374,0,monthly,bank_transfer,364,0,0,0.0,0
C101089,767,25,basic,20,341,1,monthly,card,433,0,0,0.04,0
C101090,835,29,basic,20,352,1,monthly,card,198,0,0,0.034,0
C101091,1359,44,standard,40,385,1,annual,bank_transfer,752,0,0,0.023,0
C101092,127,4,premium,80,320,0,monthly,bank_transfer,103,1,1,0.0,0
C101093,1903,62,basic,20,436,0,monthly,card,722,0,0,0.0,0
C101094,827,27,standard,40,329,1,monthly,card,367,0,0,0.037,0
C101095,1388,48,basic,20,398,1,annual,bank_transfer,1142,0,0,0.021,0
C101096,888,30,basic,20,337,1,monthly,bank_transfer,329,0,0,0.033,0
C101097,464,17,standard,40,335,0,monthly,bank_transfer,214,0,0,0.0,0
C101098,476,13,standard,40,321,1,monthly,bank_transfer,321,0,0,0.077,0
C101099,1361,45,standard,40,409,1,monthly,card,1172,1,0,0.022,0
C101100,278,7,basic,20,306,0,monthly,bank_transfer,175,0,0,0.0,0
C101101,195,4,basic,20,315,2,annual,card,120,0,0,0.5,0
C101102,1534,50,basic,20,390,1,monthly,card,780,0,0,0.02,0
C101103,1013,33,basic,20,362,1,monthly,upi,319,0,0,0.03,0
C101104,1388,44,basic,20,422,0,monthly,upi,1028,0,0,0.0,0
C101105,1049,35,basic,20,383,0,monthly,bank_transfer,401,0,0,0.0,0
C101106,571,17,basic,20,332,1,monthly,card,202,0,0,0.059,0
C101107,788,27,basic,20,333,2,monthly,bank_transfer,36,0,0,0.074,0
C101108,1159,37,standard,40,372,0,monthly,bank_transfer,53,0,0,0.0,0
C101109,1616,51,basic,20,389,0,monthly,card,287,0,0,0.0,0
C101110,110,5,basic,20,294,0,monthly,bank_transfer,27,0,0,0.0,0
C101111,162,4,standard,40,322,0,monthly,card,85,0,0,0.0,0
C101112,826,28,basic,20,345,1,annual,card,44,0,0,0.036,0
C101113,929,29,standard,40,372,1,monthly,bank_transfer,283,1,0,0.034,0
C101114,167,3,basic,20,299,0,monthly,upi,64,0,0,0.0,0
C101115,213,7,basic,20,301,0,monthly,upi,69,0,0,0.0,0
C101116,1454,48,basic,20,420,1,monthly,bank_transfer,41,0,0,0.021,0
C101117,1383,47,basic,20,397,1,monthly,card,271,0,0,0.021,0
C101118,814,28,standard,40,356,2,annual,card,140,0,0,0.071,0
C101119,1561,52,premium,80,408,0,annual,card,916,0,1,0.0,0
C101120,1905,64,basic,20,459,0,monthly,bank_transfer,570,1,0,0.0,0
C101121,1013,32,basic,20,350,1,monthly,card,751,0,0,0.031,0
C101122,98,5,standard,40,324,1,annual,card,46,0,0,0.2,0
C101123,575,21,basic,20,362,0,monthly,upi,166,0,0,0.0,0
C101124,1827,59,standard,40,427,0,annual,card,1645,0,0,0.0,0
C101125,82,4,basic,20,318,0,monthly,card,42,0,0,0.0,0
C101126,1503,48,premium,80,390,0,monthly,card,620,0,1,0.0,0
C101127,234,6,basic,20,338,2,annual,card,164,0,0,0.333,0
C101128,155,6,basic,20,349,1,monthly,card,113,0,0,0.167,0
C101129,1800,59,premium,80,410,0,monthly,bank_transfer,770,1,1,0.0,0
C101130,72,2,standard,40,281,0,monthly,card,6,0,0,0.0,1
C101131,1805,61,standard,40,451,2,annual,upi,697,0,0,0.033,0
C101132,1936,64,standard,40,406,0,monthly,card,1299,0,0,0.0,0
C101133,140,5,standard,40,329,0,annual,card,78,0,0,0.0,0
C101134,790,28,basic,20,354,1,monthly,bank_transfer,64,0,0,0.036,0
C101135,1716,56,standard,40,428,0,annual,card,1650,1,0,0.0,0
C101136,1236,39,basic,20,410,1,monthly,card,201,0,0,0.026,0
C101137,877,30,standard,40,360,0,monthly,card,141,0,0,0.0,0
C101138,124,5,premium,80,321,0,annual,card,78,0,1,0.0,0
C101139,1427,47,basic,20,401,2,monthly,upi,1121,0,0,0.043,0
C101140,1965,67,basic,20,420,0,annual,card,816,0,0,0.0,0
C101141,1573,52,basic,20,389,0,monthly,card,216,0,0,0.0,0
C101142,929,30,basic,20,364,0,monthly,card,585,1,0,0.0,0
C101143,389,14,premium,80,314,0,monthly,card,292,0,1,0.0,0
C101144,929,28,basic,20,343,0,monthly,card,507,1,0,0.0,0
C101145,1749,58,basic,20,411,0,monthly,card,1157,0,0,0.0,0
C101146,310,10,standard,40,345,1,monthly,card,261,0,0,0.1,0
C101147,1248,42,premium,80,362,1,monthly,card,283,0,1,0.024,0
C101148,1917,65,standard,40,436,0,monthly,card,101,0,0,0.0,0
C101149,1248,40,standard,40,382,0,monthly,card,376,0,0,0.0,0
C101150,696,21,standard,40,349,0,annual,bank_transfer,205,0,0,0.0,0
C101151,122,2,premium,80,309,2,annual,card,12,0,1,1.0,1
C101152,701,25,standard,40,360,2,monthly,card,12,0,0,0.08,1
C101153,1999,67,standard,40,425,0,annual,card,760,0,0,0.0,0
C101154,90,4,basic,20,313,0,monthly,upi,9,0,0,0.0,1
C101155,663,24,basic,20,340,1,monthly,bank_transfer,591,0,0,0.042,0
C101156,1104,37,standard,40,378,0,monthly,bank_transfer,150,0,0,0.0,0
C101157,1456,46,premium,80,411,0,monthly,card,1060,0,1,0.0,0
C101158,1842,59,premium,80,416,0,monthly,card,775,0,1,0.0,0
C101159,1058,34,premium,80,354,1,monthly,bank_transfer,1028,0,1,0.029,0
C101160,1519,52,standard,40,401,0,annual,card,889,0,0,0.0,0
C101161,633,21,standard,40,324,1,monthly,card,225,0,0,0.048,0
C101162,711,23,standard,40,342,0,monthly,card,538,0,0,0.0,0
C101163,1882,61,standard,40,418,1,monthly,card,1147,0,0,0.016,0
C101164,563,17,basic,20,376,0,monthly,card,402,0,0,0.0,0
C101165,1458,49,basic,20,387,0,monthly,card,938,1,0,0.0,0
C101166,867,27,premium,80,342,1,monthly,bank_transfer,810,1,1,0.037,0
C101167,1566,51,basic,20,375,2,monthly,card,1058,0,0,0.039,0
C101168,674,22,premium,80,370,1,monthly,card,236,0,1,0.045,0
C101169,262,9,basic,20,329,1,annual,bank_transfer,101,0,0,0.111,0
C101170,553,17,standard,40,315,0,monthly,card,311,0,0,0.0,0
C101171,375,11,standard,40,315,0,annual,bank_transfer,81,1,0,0.0,0
C101172,1099,37,standard,40,389,0,monthly,bank_transfer,657,0,0,0.0,0
C101173,575,21,basic,20,352,0,annual,card,192,0,0,0.0,0
C101174,1998,67,premium,80,434,0,monthly,card,223,0,1,0.0,0
C101175,1131,37,standard,40,387,1,monthly,bank_transfer,52,0,0,0.027,0
C101176,1783,61,basic,20,425,0,monthly,card,1014,0,0,0.0,0
C101177,1866,60,standard,40,422,1,monthly,card,344,0,0,0.017,0
C101178,1976,66,basic,20,451,1,annual,card,1108,0,0,0.015,0
C101179,1126,37,basic,20,360,0,monthly,upi,986,0,0,0.0,0
C101180,823,29,basic,20,340,0,annual,upi,640,0,0,0.0,0
C101181,278,10,premium,80,305,1,monthly,card,210,0,1,0.1,0
C101182,76,1,standard,40,312,0,monthly,card,7,0,0,0.0,1
C101183,1174,40,standard,40,337,0,monthly,card,914,0,0,0.0,0
C101184,243,6,basic,20,289,1,monthly,card,182,1,0,0.167,0
C101185,268,9,basic,20,315,1,annual,card,226,1,0,0.111,0
C101186,1109,38,premium,80,401,0,monthly,card,11,0,1,0.0,1
C101187,379,14,standard,40,335,0,annual,bank_transfer,92,0,0,0.0,0
C101188,136,5,premium,80,319,0,monthly,card,73,0,1,0.0,0
C101189,860,30,basic,20,363,0,annual,upi,189,0,0,0.0,0
C101190,77,1,basic,20,314,1,monthly,card,57,0,0,1.0,0
C101191,1626,55,premium,80,421,0,monthly,card,1021,0,1,0.0,0
C101192,366,11,standard,40,316,0,monthly,bank_transfer,276,0,0,0.0,0
C101193,1079,34,basic,20,412,0,annual,card,292,0,0,0.0,0
C101194,833,27,basic,20,374,0,annual,card,260,0,0,0.0,0
C101195,1310,44,standard,40,365,1,monthly,card,709,0,0,0.023,0
C101196,37,3,basic,20,297,0,monthly,upi,31,0,0,0.0,0
C101197,654,20,standard,40,342,0,monthly,card,322,0,0,0.0,0
C101198,1920,64,basic,20,441,0,monthly,card,9,0,0,0.0,1
C101199,1306,44,basic,20,413,0,annual,bank_transfer,964,0,0,0.0,0
C101200,1745,59,premium,80,434,1,monthly,card,87,0,1,0.017,0
C101201,748,22,basic,20,370,2,monthly,card,339,1,0,0.091,0
C101202,332,9,standard,40,329,1,monthly,card,317,1,0,0.111,0
C101203,668,21,standard,40,346,0,monthly,card,548,0,0,0.0,0
C101204,85,1,basic,20,298,0,annual,card,46,0,0,0.0,0
C101205,755,24,basic,20,358,1,monthly,card,208,1,0,0.042,0
C101206,555,20,standard,40,356,1,monthly,card,48,0,0,0.05,0
C101207,503,15,basic,20,317,0,monthly,bank_transfer,23,0,0,0.0,0
C101208,57,1,basic,20,299,0,monthly,card,17,0,0,0.0,0
C101209,107,5,basic,20,315,1,monthly,card,25,0,0,0.2,0
C101210,1269,40,standard,40,417,0,monthly,upi,262,1,0,0.0,0
C101211,1439,46,standard,40,379,0,monthly,card,1229,0,0,0.0,0
C101212,394,13,standard,40,341,0,monthly,card,168,0,0,0.0,0
C101213,695,24,basic,20,366,0,monthly,bank_transfer,496,1,0,0.0,0
C101214,555,16,standard,40,305,0,monthly,upi,464,0,0,0.0,0
C101215,728,23,premium,80,344,0,monthly,card,634,0,1,0.0,0
C101216,1365,47,standard,40,376,0,monthly,bank_transfer,19,0,0,0.0,0
C101217,912,28,standard,40,358,0,monthly,bank_transfer,567,0,0,0.0,0
C101218,1060,33,standard,40,358,0,monthly,bank_transfer,969,0,0,0.0,0
C101219,1056,36,premium,80,403,0,monthly,bank_transfer,139,0,1,0.0,0
C101220,1676,54,premium,80,397,0,monthly,bank_transfer,1114,0,1,0.0,0
C101221,948,31,basic,20,377,1,annual,upi,270,0,0,0.032,0
C101222,779,27,basic,20,357,1,monthly,upi,328,0,0,0.037,0
C101223,392,12,basic,20,338,1,monthly,card,209,0,0,0.083,0
C101224,1804,62,basic,20,400,2,monthly,upi,1711,0,0,0.032,0
C101225,1561,50,basic,20,407,0,monthly,card,1478,0,0,0.0,0
C101226,1327,45,standard,40,416,1,annual,bank_transfer,283,0,0,0.022,0
C101227,1559,52,basic,20,388,1,annual,bank_transfer,365,0,0,0.019,0
C101228,835,27,standard,40,351,1,monthly,card,483,0,0,0.037,0
C101229,768,26,standard,40,322,0,monthly,card,2,0,0,0.0,1
C101230,1936,62,basic,20,419,1,monthly,upi,1003,0,0,0.016,0
C101231,1068,35,premium,80,345,0,annual,card,783,0,1,0.0,0
C101232,1245,40,standard,40,377,0,monthly,card,163,0,0,0.0,0
C101233,1684,57,basic,20,416,1,monthly,card,387,0,0,0.018,0
C101234,514,17,basic,20,353,1,monthly,card,8,0,0,0.059,1
C101235,57,1,basic,20,305,0,monthly,bank_transfer,55,1,0,0.0,0
C101236,743,26,standard,40,341,0,monthly,card,365,0,0,0.0,0
C101237,1092,38,basic,20,383,0,annual,upi,11,0,0,0.0,1
C101238,1326,42,standard,40,383,0,monthly,upi,73,0,0,0.0,0
C101239,1284,40,standard,40,380,0,annual,bank_transfer,237,0,0,0.0,0
C101240,115,5,basic,20,308,0,annual,bank_transfer,43,0,0,0.0,0
C101241,1527,50,premium,80,406,0,annual,card,1131,0,1,0.0,0
C101242,155,7,basic,20,295,0,monthly,card,146,0,0,0.0,0
C101243,841,26,premium,80,345,0,monthly,card,524,1,1,0.0,0
C101244,566,19,basic,20,325,0,monthly,upi,233,0,0,0.0,0
C101245,174,4,standard,40,306,0,annual,card,64,0,0,0.0,0
C101246,1578,53,basic,20,385,0,monthly,bank_transfer,1115,1,0,0.0,0
C101247,1265,43,standard,40,393,1,monthly,card,871,0,0,0.023,0
C101248,54,1,standard,40,323,1,monthly,card,5,0,0,1.0,1
C101249,1633,56,basic,20,407,0,monthly,card,1139,0,0,0.0,0
C101250,1447,48,standard,40,403,0,monthly,card,1388,0,0,0.0,0
C101251,96,4,basic,20,329,0,monthly,upi,24,0,0,0.0,0
C101252,262,10,standard,40,350,0,monthly,bank_transfer,120,0,0,0.0,0
C101253,138,4,premium,80,322,0,monthly,bank_transfer,107,0,1,0.0,0
C101254,1199,40,basic,20,341,1,monthly,bank_transfer,527,1,0,0.025,0
C101255,140,4,basic,20,309,0,monthly,card,42,0,0,0.0,0
C101256,257,10,basic,20,290,0,monthly,card,55,0,0,0.0,0
C101257,140,3,standard,40,284,0,monthly,card,135,0,0,0.0,0
C101258,1523,52,basic,20,428,1,monthly,card,614,1,0,0.019,0
C101259,63,1,basic,20,296,0,annual,card,15,0,0,0.0,0
C101260,652,21,basic,20,370,0,monthly,card,509,0,0,0.0,0
C101261,1829,59,basic,20,392,0,monthly,upi,933,0,0,0.0,0
C101262,1989,66,premium,80,414,0,monthly,card,662,0,1,0.0,0
C101263,1422,47,basic,20,380,0,monthly,card,299,0,0,0.0,0
C101264,777,26,standard,40,358,1,monthly,card,629,0,0,0.038,0
C101265,624,18,standard,40,343,0,monthly,card,278,1,0,0.0,0
C101266,1607,53,standard,40,419,1,monthly,card,143,1,0,0.019,0
C101267,454,17,basic,20,323,0,monthly,card,227,0,0,0.0,0
C101268,642,23,standard,40,373,1,annual,upi,203,0,0,0.043,0
C101269,1571,53,premium,80,397,0,monthly,card,228,0,1,0.0,0
C101270,721,22,basic,20,326,0,monthly,bank_transfer,264,0,0,0.0,0
C101271,1335,42,basic,20,378,1,monthly,bank_transfer,465,0,0,0.024,0
C101272,1373,47,basic,20,379,1,monthly,card,136,0,0,0.021,0
C101273,1791,58,basic,20,406,0,monthly,upi,239,1,0,0.0,0
C101274,1496,50,basic,20,398,0,monthly,card,448,0,0,0.0,0
C101275,344,12,standard,40,325,0,monthly,card,314,0,0,0.0,0
C101276,906,32,basic,20,362,2,monthly,card,150,0,0,0.062,0
C101277,1794,61,standard,40,433,0,monthly,bank_transfer,1348,0,0,0.0,0
C101278,1430,46,standard,40,371,0,monthly,card,1426,1,0,0.0,0
C101279,1342,43,basic,20,401,0,monthly,card,802,0,0,0.0,0
C101280,1490,47,standard,40,398,0,monthly,card,352,0,0,0.0,0
C101281,691,24,basic,20,355,1,monthly,bank_transfer,109,0,0,0.042,0
C101282,306,11,premium,80,352,1,monthly,card,39,0,1,0.091,0
C101283,1763,60,basic,20,408,0,annual,card,653,0,0,0.0,0
C101284,1635,52,standard,40,424,1,monthly,card,1363,1,0,0.019,0
C101285,1556,52,standard,40,405,1,annual,card,1395,1,0,0.019,0
C101286,653,19,basic,20,352,0,annual,bank_transfer,524,0,0,0.0,0
C101287,545,16,basic,20,335,1,monthly,card,506,0,0,0.062,0
C101288,1403,48,standard,40,393,1,monthly,bank_transfer,52,0,0,0.021,0
C101289,872,27,basic,20,330,0,monthly,bank_transfer,79,0,0,0.0,0
C101290,1499,48,premium,80,394,1,monthly,card,350,0,1,0.021,0
C101291,1883,61,premium,80,436,1,annual,card,1574,0,1,0.016,0
C101292,379,12,basic,20,316,0,monthly,upi,226,0,0,0.0,0
C101293,1660,57,basic,20,406,0,monthly,card,339,1,0,0.0,0
C101294,1717,57,basic,20,401,3,monthly,card,1144,0,0,0.053,0
C101295,852,27,basic,20,348,0,monthly,bank_transfer,64,0,0,0.0,0
C101296,1190,39,standard,40,402,1,annual,card,295,0,0,0.026,0
C101297,788,28,standard,40,348,1,annual,bank_transfer,204,0,0,0.036,0
C101298,928,32,basic,20,343,0,monthly,bank_transfer,646,0,0,0.0,0
C101299,272,7,basic,20,295,1,monthly,card,44,0,0,0.143,0
C101300,572,20,basic,20,322,1,monthly,card,277,0,0,0.05,0
C101301,1093,34,basic,20,343,1,monthly,upi,134,0,0,0.029,0
C101302,258,10,standard,40,279,0,annual,card,51,0,0,0.0,0
C101303,577,18,basic,20,357,0,monthly,card,66,0,0,0.0,0
C101304,949,30,standard,40,380,0,monthly,bank_transfer,2,0,0,0.0,1
C101305,1276,40,standard,40,412,0,monthly,card,509,0,0,0.0,0
C101306,35,3,standard,40,315,0,monthly,upi,35,0,0,0.0,0
C101307,1375,44,basic,20,372,1,monthly,card,776,0,0,0.023,0
C101308,497,18,standard,40,332,0,monthly,card,437,0,0,0.0,0
C101309,1785,58,standard,40,390,0,monthly,card,1551,1,0,0.0,0
C101310,104,5,standard,40,332,0,monthly,upi,11,1,0,0.0,1
C101311,33,1,basic,20,291,0,monthly,upi,19,0,0,0.0,0
C101312,1900,65,basic,20,430,0,monthly,card,1460,1,0,0.0,0
C101313,675,24,standard,40,349,1,monthly,card,20,0,0,0.042,0
C101314,147,2,basic,20,303,0,annual,card,130,0,0,0.0,0
C101315,910,30,basic,20,345,0,annual,card,532,0,0,0.0,0
C101316,1659,56,premium,80,379,0,monthly,card,91,0,1,0.0,0
C101317,533,15,basic,20,320,0,monthly,bank_transfer,132,0,0,0.0,0
C101318,976,33,basic,20,375,0,monthly,upi,838,0,0,0.0,0
C101319,603,19,basic,20,335,1,monthly,bank_transfer,504,1,0,0.053,0
C101320,1494,50,standard,40,364,1,annual,card,1476,0,0,0.02,0
C101321,223,9,basic,20,308,0,monthly,bank_transfer,72,0,0,0.0,0
C101322,876,30,standard,40,368,0,monthly,upi,686,0,0,0.0,0
C101323,744,22,basic,20,334,0,monthly,card,724,0,0,0.0,0
C101324,1445,46,basic,20,378,0,monthly,upi,147,1,0,0.0,0
C101325,1079,36,standard,40,362,0,annual,card,933,0,0,0.0,0
C101326,1488,47,basic,20,407,0,annual,card,1255,0,0,0.0,0
C101327,202,4,premium,80,296,0,monthly,card,115,0,1,0.0,0
C101328,1353,46,basic,20,403,0,monthly,card,1188,1,0,0.0,0
C101329,1698,56,basic,20,419,0,monthly,card,313,0,0,0.0,0
C101330,355,11,basic,20,312,0,monthly,upi,144,0,0,0.0,0
C101331,1463,47,basic,20,370,0,monthly,bank_transfer,297,0,0,0.0,0
C101332,1171,37,premium,80,400,0,monthly,bank_transfer,222,0,1,0.0,0
C101333,865,29,premium,80,303,0,annual,card,352,0,1,0.0,0
C101334,1840,59,basic,20,419,2,monthly,card,415,0,0,0.034,0
C101335,753,27,standard,40,351,0,monthly,card,61,0,0,0.0,0
C101336,254,6,standard,40,311,0,monthly,card,95,0,0,0.0,0
C101337,561,16,basic,20,313,1,monthly,bank_transfer,375,0,0,0.062,0
C101338,142,4,basic,20,337,0,annual,card,86,0,0,0.0,0
C101339,169,6,premium,80,295,0,monthly,card,148,0,1,0.0,0
C101340,588,17,premium,80,318,0,annual,bank_transfer,254,0,1,0.0,0
C101341,30,1,premium,80,272,1,monthly,card,2,0,1,1.0,1
C101342,119,2,standard,40,266,0,annual,card,5,0,0,0.0,1
C101343,683,22,standard,40,359,1,monthly,upi,624,0,0,0.045,0
C101344,349,11,basic,20,317,0,monthly,upi,253,0,0,0.0,0
C101345,1603,53,basic,20,415,1,monthly,card,347,0,0,0.019,0
C101346,1858,59,basic,20,421,1,monthly,card,1525,0,0,0.017,0
C101347,1947,62,standard,40,414,1,monthly,card,1345,0,0,0.016,0
C101348,168,4,standard,40,317,0,monthly,card,31,0,0,0.0,0
C101349,1564,54,standard,40,451,0,monthly,card,1087,0,0,0.0,0
C101350,1921,66,premium,80,427,0,annual,card,1177,0,1,0.0,0
C101351,874,31,premium,80,379,0,monthly,bank_transfer,516,0,1,0.0,0
C101352,288,8,premium,80,304,1,annual,card,209,0,1,0.125,0
C101353,1726,59,basic,20,395,0,monthly,upi,973,0,0,0.0,0
C101354,931,33,standard,40,347,1,monthly,card,91,0,0,0.03,0
C101355,719,23,standard,40,350,1,monthly,bank_transfer,221,0,0,0.043,0
C101356,39,1,basic,20,294,0,annual,bank_transfer,12,0,0,0.0,1
C101357,290,7,premium,80,308,0,monthly,upi,211,0,1,0.0,0
C101358,1972,65,premium,80,425,1,monthly,upi,769,0,1,0.015,0
C101359,1703,56,basic,20,427,0,monthly,bank_transfer,88,1,0,0.0,0
C101360,201,6,basic,20,309,0,monthly,bank_transfer,186,0,0,0.0,0
C101361,927,28,standard,40,351,1,annual,bank_transfer,362,0,0,0.036,0
C101362,42,3,standard,40,298,1,monthly,card,11,0,0,0.333,1
C101363,1221,40,premium,80,385,0,monthly,card,920,0,1,0.0,0
C101364,1695,55,basic,20,420,0,monthly,card,707,1,0,0.0,0
C101365,1649,54,basic,20,383,0,monthly,bank_transfer,1449,0,0,0.0,0
C101366,350,12,basic,20,327,1,monthly,card,331,0,0,0.083,0
C101367,1372,45,basic,20,369,1,monthly,card,694,0,0,0.022,0
C101368,1666,53,basic,20,423,1,monthly,card,421,0,0,0.019,0
C101369,358,11,premium,80,304,1,monthly,card,250,0,1,0.091,0
C101370,814,28,basic,20,352,1,monthly,upi,735,0,0,0.036,0
C101371,806,25,basic,20,358,0,monthly,card,170,0,0,0.0,0
C101372,940,33,basic,20,352,0,annual,bank_transfer,709,0,0,0.0,0
C101373,1973,65,basic,20,460,1,monthly,bank_transfer,248,0,0,0.015,0
C101374,1603,54,standard,40,413,1,monthly,card,180,0,0,0.019,0
C101375,1472,50,standard,40,400,1,monthly,bank_transfer,482,0,0,0.02,0
C101376,1659,54,standard,40,398,0,monthly,card,1407,1,0,0.0,0
C101377,1148,36,basic,20,350,0,monthly,card,788,0,0,0.0,0
C101378,1870,62,basic,20,438,0,monthly,card,1427,1,0,0.0,0
C101379,1634,55,basic,20,398,0,annual,upi,1184,0,0,0.0,0
C101380,347,10,basic,20,315,0,monthly,upi,247,0,0,0.0,0
C101381,265,10,standard,40,320,2,monthly,upi,187,1,0,0.2,0
C101382,1999,67,basic,20,445,0,monthly,upi,530,0,0,0.0,0
C101383,363,11,standard,40,307,0,monthly,card,243,1,0,0.0,0
C101384,1938,62,basic,20,461,0,monthly,card,1136,1,0,0.0,0
C101385,405,11,standard,40,341,0,monthly,upi,277,0,0,0.0,0
C101386,1512,51,premium,80,408,2,monthly,bank_transfer,562,0,1,0.039,0
C101387,1190,40,standard,40,358,0,monthly,card,122,1,0,0.0,0
C101388,1983,66,standard,40,433,0,annual,bank_transfer,749,0,0,0.0,0
C101389,617,19,premium,80,328,1,monthly,card,318,0,1,0.053,0
C101390,1600,54,standard,40,419,0,monthly,card,1597,1,0,0.0,0
C101391,542,18,basic,20,318,1,monthly,card,477,0,0,0.056,0
C101392,1349,44,basic,20,382,0,monthly,card,585,0,0,0.0,0
C101393,1373,46,standard,40,377,0,monthly,bank_transfer,244,0,0,0.0,0
C101394,947,29,standard,40,364,1,annual,upi,543,0,0,0.034,0
C101395,1625,53,basic,20,409,2,monthly,card,1480,0,0,0.038,0
C101396,1885,61,basic,20,399,0,monthly,bank_transfer,152,0,0,0.0,0
C101397,1402,44,premium,80,397,1,annual,bank_transfer,655,0,1,0.023,0
C101398,1893,64,basic,20,405,0,monthly,bank_transfer,14,0,0,0.0,1
C101399,1832,60,basic,20,447,0,monthly,card,1466,1,0,0.0,0
C101400,902,31,basic,20,375,0,monthly,upi,303,0,0,0.0,0
C101401,1282,43,standard,40,386,2,monthly,card,244,0,0,0.047,0
C101402,299,9,basic,20,336,1,monthly,card,278,0,0,0.111,0
C101403,1881,60,standard,40,438,1,annual,bank_transfer,566,0,0,0.017,0
C101404,827,28,basic,20,355,0,monthly,card,553,0,0,0.0,0
C101405,1344,46,standard,40,417,0,monthly,card,898,0,0,0.0,0
C101406,754,23,standard,40,378,0,monthly,card,454,0,0,0.0,0
C101407,1218,39,basic,20,387,0,monthly,card,51,0,0,0.0,0
C101408,34,1,standard,40,297,2,monthly,card,10,1,0,2.0,1
C101409,880,28,basic,20,357,0,monthly,card,822,0,0,0.0,0
C101410,1432,46,basic,20,404,0,monthly,bank_transfer,226,0,0,0.0,0
C101411,107,1,standard,40,326,0,annual,card,24,0,0,0.0,0
C101412,1463,47,basic,20,401,0,monthly,card,603,0,0,0.0,0
C101413,603,21,standard,40,337,1,monthly,upi,86,0,0,0.048,0
C101414,161,4,basic,20,333,0,monthly,card,80,0,0,0.0,0
C101415,630,21,basic,20,326,0,monthly,bank_transfer,249,0,0,0.0,0
C101416,1802,60,basic,20,387,0,monthly,card,1273,1,0,0.0,0
C101417,1095,38,standard,40,386,2,monthly,card,936,0,0,0.053,0
C101418,118,3,basic,20,331,1,monthly,bank_transfer,36,0,0,0.333,0
C101419,431,13,standard,40,333,0,monthly,card,209,0,0,0.0,0
C101420,325,10,basic,20,316,0,monthly,bank_transfer,8,1,0,0.0,1
C101421,1893,61,basic,20,406,1,annual,card,1004,1,0,0.016,0
C101422,1348,44,standard,40,379,0,monthly,card,610,0,0,0.0,0
C101423,645,22,standard,40,333,0,monthly,bank_transfer,547,0,0,0.0,0
C101424,1579,50,basic,20,431,0,monthly,card,1080,0,0,0.0,0
C101425,829,29,standard,40,348,1,monthly,bank_transfer,62,0,0,0.034,0
C101426,1744,59,basic,20,405,1,monthly,card,337,0,0,0.017,0
C101427,1690,55,standard,40,434,1,monthly,card,724,0,0,0.018,0
C101428,451,14,premium,80,346,0,monthly,bank_transfer,302,0,1,0.0,0
C101429,1918,62,premium,80,429,0,monthly,upi,531,0,1,0.0,0
C101430,1076,36,standard,40,361,0,monthly,card,758,0,0,0.0,0
C101431,604,21,basic,20,378,2,annual,bank_transfer,5,0,0,0.095,1
C101432,172,6,standard,40,283,0,monthly,card,72,0,0,0.0,0
C101433,1022,32,standard,40,352,0,monthly,bank_transfer,618,0,0,0.0,0
